PRODUCT_ID,n_txn,total_quantity,total_revenue,total_retail_disc,n_weeks,n_households,n_stores,DEPARTMENT,COMMODITY_DESC,SUB_COMMODITY_DESC,BRAND,CURR_SIZE_OF_PRODUCT,avg_price,disc_ratio,disc_variation,norm_n_txn,norm_n_households,norm_disc_variation,norm_n_weeks,score
859075,3484,4963,7574.68,-1746.1200000000001,101,1014,114,GROCERY,CHEESE,SHREDDED CHEESE,Private,8 OZ,1.5262301027604273,0.23052062925430514,0.20572355320917599,0.1110284671039286,0.48661800486618007,0.19167873503084018,0.9761904761904762,0.3981208203435289
883404,6904,8902,8610.46,-2501.0,102,1249,114,GROCERY,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Private,20 OZ,0.9672500561671533,0.2904606722521213,0.13238808016571607,0.22665494624382987,0.6009732360097324,0.11598975808538649,1.0,0.4472372323969287
1098066,5040,6672,6224.92,-1877.9199999999998,102,1317,113,GROCERY,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,Private,11 OZ,0.9329916067146283,0.30167777256575184,0.15031146367088516,0.16363513422138076,0.6340632603406327,0.13448834416668606,1.0,0.4412284413932439
914190,2041,4093,5126.93,-2551.33,100,837,111,GROCERY,CHEESE,CREAM CHEESE,National,L      8OZ,1.252609333007574,0.49763308646695,0.3744431680520534,0.062242207045777265,0.4004866180048662,0.3658129501400891,0.9523809523809523,0.40072374462616245
916122,4415,6985,28951.93,-29965.92,101,1154,113,MEAT,CHICKEN,CHICKEN BREAST BONELESS,National, ,4.144871868289191,1.0350232264308459,0.4482576665370309,0.14250456420312393,0.5547445255474452,0.44199632555458684,0.9761904761904762,0.48717467727454045
863447,1004,1261,7409.24,-2747.76,98,484,107,MEAT,BEEF,CHOICE BEEF,National, ,5.875685963521015,0.37085585026264506,0.2598138647282226,0.027182365271485563,0.22871046228710462,0.2475049289808175,0.9047619047619048,0.30816093835080716
844179,3941,5435,20154.77,-5582.87,102,1131,114,MEAT,BEEF,PRIMAL,National, ,3.708329346826127,0.2769999359953004,0.18571287149242133,0.126479139901278,0.5435523114355231,0.17102586454039304,1.0,0.4165882859643624
1044078,4058,6040,18896.43,-6163.32,102,1094,113,MEAT,BEEF,LEAN,National, ,3.128548013245033,0.3261631959052583,0.23712087922594702,0.13043478260869565,0.5255474452554745,0.2240836734107148,1.0,0.426538214449156
897954,911,1317,4342.9,-3869.9900000000002,101,514,110,MEAT,CHICKEN,CHICKEN BREAST BONELESS,National, ,3.297570235383447,0.8911073245987705,0.5189169174895735,0.02403813645276895,0.24330900243309003,0.514923194290548,0.9761904761904762,0.39200758535483543
985999,1082,1741,6975.1,-4867.81,99,533,107,MEAT,CHICKEN,CHICKEN BREAST BONE IN,National, ,4.006375646180357,0.6978839013060745,0.3735620118440955,0.029819460409764013,0.25255474452554744,0.36490351560395473,0.9285714285714286,0.3490246888695905
982790,625,890,1776.41,-884.69,98,322,101,MEAT-PCKGD,LUNCHMEAT,BOLOGNA,National,16 OZ,1.9959662921348316,0.49802129013009383,0.463361056777025,0.014368787612414632,0.14987834549878346,0.4575844183046758,0.9047619047619048,0.33712870818697016
1027168,755,883,2624.35,-433.07,100,377,101,MEAT-PCKGD,LUNCHMEAT,PEPPERONI/SALAMI,National,8 OZ,2.972083805209513,0.1650199096919237,0.20955249105451249,0.01876394617621205,0.17664233576642335,0.19563055229299248,0.9523809523809523,0.28917359634390805
1092937,498,653,1553.27,-595.0600000000001,92,215,90,MEAT-PCKGD,LUNCHMEAT,BOLOGNA,National,16OZ,2.378667687595712,0.3831014569263554,0.2911800408464472,0.010075055784704847,0.09781021897810219,0.27987771779029885,0.7619047619047619,0.24982545330846412
1082185,29778,30896,29482.0,-2318.64,102,2069,115,PRODUCE,TROPICAL FRUIT,BANANAS,National,40 LB,0.9542335577421025,0.07864595346313004,0.193175007305195,1.0,1.0,0.17872747744418052,1.0,0.7946818693610451
1028816,1542,2999,3854.91,-257.48,102,345,104,PRODUCE,TROPICAL FRUIT,AVOCADO,National, ,1.285398466155385,0.06679273964891529,0.12632086654848118,0.04537155994320103,0.1610705596107056,0.10972783363681994,1.0,0.2813110662948417
968215,820,2873,1133.78,-17.43,100,371,105,PRODUCE,TROPICAL FRUIT,KIWI FRUIT,National, ,0.3946327880264532,0.015373352855051245,0.02628241688360173,0.02096152545811076,0.17372262773722627,0.006478920169570593,0.9523809523809523,0.24181503509032293
1127831,5271,7536,16785.99,-5546.9400000000005,94,1264,112,PRODUCE,BERRIES,STRAWBERRIES,National,16 OZ,2.227440286624204,0.3304505721735805,0.316413336614411,0.17144499290012846,0.6082725060827251,0.3059208080217806,0.8095238095238095,0.44188658830092686
5578547,413,469,1417.5600000000002,-32.089999999999996,74,168,88,PRODUCE,BERRIES,BLUEBERRIES,National,4.4 OZ,3.0225159914712156,0.022637489771156066,0.10372382843923254,0.007201298262221921,0.07493917274939173,0.08640560463213516,0.3333333333333333,0.10916325049071496
903800,285,333,1063.18,-28.81,62,137,72,PRODUCE,BERRIES,BLUEBERRIES,National,4.4 OZ,3.192732732732733,0.027097951428732666,0.15441311753687975,0.0028737575224829265,0.059854014598540145,0.138721629533476,0.047619047619047616,0.06002984781355844
