PRODUCT_ID,segment
850701,0
850713,8
850727,8
850743,10
850745,10
850768,6
850793,0
850795,7
850801,8
850807,7
850808,4
850823,6
850834,7
850841,2
850846,0
850847,0
850862,6
850871,4
850889,8
850925,1
850944,1
850946,10
850949,8
850961,0
850962,8
850990,1
850993,10
851010,10
851015,0
851016,8
851038,0
851039,5
851057,2
851066,5
851101,8
851129,10
851130,8
851144,6
851146,5
851147,7
851150,0
851183,8
851188,7
851191,5
851213,8
851226,7
851231,7
851241,7
851254,6
851260,0
851271,5
851277,4
851287,7
851291,3
851305,10
851313,8
851324,4
851336,0
851341,6
851343,7
851349,5
851394,10
851398,6
851447,7
851464,6
851468,1
851494,8
851507,0
851508,2
851515,7
851528,0
851541,5
851548,6
851554,0
851569,1
851599,0
851614,4
851644,3
851648,3
851655,10
851675,5
851676,2
851682,8
851683,10
851706,10
851711,4
851715,6
851716,6
851722,7
851736,8
851779,8
851780,6
851781,8
851790,8
851800,8
851805,0
851817,8
851819,7
851826,9
851834,3
851841,8
851865,1
851866,0
851870,0
851880,0
851888,5
851895,8
851903,0
851913,6
851925,10
851952,7
851967,6
852014,11
852015,5
852024,3
852035,2
852065,10
852071,3
852080,5
852114,8
852145,7
852159,4
852163,5
852180,0
852181,7
852182,7
852198,6
852202,5
852208,0
852235,1
852267,1
852282,0
852303,7
852317,2
852333,10
852359,6
852360,7
852374,8
852377,10
852412,10
852417,8
852437,1
852452,4
852459,6
852467,4
852486,2
852511,6
852514,10
852521,7
852524,0
852526,8
852538,8
852540,0
852543,6
852572,1
852600,3
852650,0
852662,10
852668,6
852679,8
852683,10
852690,3
852727,6
852734,3
852738,0
852745,0
852789,8
852793,8
852800,6
852846,8
852851,8
852853,3
852856,2
852860,8
852863,1
852864,2
852929,0
852940,3
