PRODUCT_ID,intercept,elasticity,disc_effect,r2,residual_std,n_obs,feature_importance_price,feature_importance_disc,segment,elasticity_shrunk,disc_effect_shrunk,mean_qty,mean_price,mean_disc,mean_display,mean_mailer,mean_seg_disc_other,mean_log_store_coverage,mean_campaign_active,intercept_calibrated,base_demand,base_price,phi,display_mean,display_std,mailer_mean,mailer_std
825659,0.5211651687070891,1.9308226515220113e-15,1.5238290402947594,0.7687407507739624,0.26540762738422613,46,0.04413951184610609,0.1899650879180635,4,0.0,1.4608255287387861,2.0,2.5144444444444445,0.097011702724878,0.9484841154652475,0.06666666666666667,0.09608514339812851,2.2175260533466354,0.0,0.5514300086330255,1.7357333576771579,2.5144444444444445,0.8849924611414882,0.9496040259986118,0.19368540444465548,0.06521739130434782,0.249637418228338
828106,1.5146015317224097,0.5732320270893557,7.241857323275429,0.9732584044752075,0.2066206993582107,46,0.07913451953779098,0.6190979858017243,6,0.0,6.756897997014592,9.777777777777779,11.104334184781294,0.26651586302676195,0.0,0.044444444444444446,0.1860846720921335,4.684787558292603,0.26666666666666666,0.479291736083844,1.614930200254301,11.104334184781294,0.8849924611414882,0.0,0.0,0.043478260869565216,0.2061845709423622
828525,0.9788236147813107,0.22982003975879978,1.9975462909105528,0.6758257706181452,0.4681346316130193,46,0.4513642922984238,0.1392877904512444,5,0.0,1.846368972016972,3.6666666666666665,1.0026852332852334,0.03286166956548613,0.5777777777777777,0.0,0.050547349440108885,1.9803629257730628,0.0,1.2386082170758728,3.450807346262676,1.0026852332852334,0.8849924611414882,0.5869565217391305,0.4978213403988641,0.0,0.0
831815,1.8379232051614718,-3.6444563124212426,0.13039292660238472,0.506010861456783,0.5133561879567423,59,0.3451596109475161,0.0842572793764968,5,-3.263151198839976,0.16593094413962065,8.206896551724139,0.17969236893374826,0.09897145901202696,0.523287505027579,0.034482758620689655,0.05012808855763644,0.9555533831750056,0.0,-3.512675827455029,8.07322003774305,0.17969236893374826,0.8849924611414882,0.5313673778237218,0.49780358689787046,0.03389830508474576,0.182520824972938
835028,0.35110370703598737,-1.335420689620781,-7.116814260417671e-18,0.892995075427776,0.1841897141114514,26,0.4498637444832701,0.2761328808814345,0,-1.1058321538124694,0.0964606667634576,1.6,9.733866666666666,0.014318467838727875,0.0,0.04,0.061567522506148144,4.663439094112067,0.04,2.9850665098942852,1.5977916550721785,9.733866666666666,0.8849924611414882,0.0,0.0,0.07692307692307693,0.271746488194703
835098,2.328357802314644,0.02520613437394801,6.6639830341253505,0.6539504595873402,0.40730850273617536,62,0.1149056579730532,0.5862018702717766,9,0.0,6.026497945213677,12.737704918032787,3.487145947176685,0.049140373360258165,0.5757256730335388,0.0,0.026922454351969764,1.4747955798255326,0.26229508196721313,2.248422127111707,9.472777199728165,3.487145947176685,0.8849924611414882,0.5825688073394495,0.4952951571138289,0.0,0.0
836445,1.4468282731841322,3.703501286433702,-0.06024275781411948,0.6641329485556191,0.35324968502251625,65,0.027545772430874308,0.11797601878652898,6,0.0,0.18500792403399852,5.09375,11.022271825396826,0.22809607952804803,0.9196895882199395,0.125,0.18528121300778655,3.69276823745266,0.25,1.5858147158532578,4.8832682343352385,11.022271825396826,0.8849924611414882,0.9209251330165559,0.20106801271198152,0.12307692307692308,0.33108214179472834
843558,0.5082763601839091,-8.831319514063745e-16,1.5710998409416068,0.501481700675847,0.34696970434815816,44,0.03410908059394351,0.3109816630936379,4,-7.483955895604468e-16,1.503369249320949,1.9069767441860466,3.3091860465116283,0.16059803977875167,0.9393615148108518,0.06976744186046512,0.09772638533890361,2.0588960679018724,0.18604651162790697,0.4040809770660938,1.4979252396382423,3.3091860465116283,0.8849924611414882,0.9407396622015143,0.2223035958873621,0.06818181818181818,0.2549717059293527
847434,0.15060040301745453,-0.17852870197180792,5.0464682937507114e-17,0.5869218644006392,0.21182473775939345,33,0.28459450683109705,0.0,11,-0.16960226687321753,4.3781347363860336e-17,1.25,17.018124999999998,0.001737076153418566,1.0,0.0,0.010459348762766645,3.459401923180084,0.0,0.7038436866201694,1.25,17.018124999999998,0.8849924611414882,1.0,0.0,0.0,0.0
848029,1.3705996977277055,0.4489157539573278,1.5629350822034078,0.947609912235411,0.268614841031385,54,0.21215002837421773,0.7200400700548713,6,0.0,1.645867980049773,8.39622641509434,9.356639358178857,0.09552551797288382,0.0,0.09433962264150944,0.18494389781338127,4.673703183295808,0.24528301886792453,1.9705599773048796,7.174693028921547,9.356639358178857,0.8849924611414882,0.0,0.0,0.1111111111111111,0.31722063428725766
849202,1.848668882368989,-0.5725440713307018,1.1386902816668274e-16,0.7617129601506705,0.2238183210927501,65,0.43774330137756207,0.0,9,-0.5152896641976317,0.028913214500861744,6.90625,8.43626268262987,0.0,0.9731308411214953,0.0625,0.029189240638055922,4.112342728847972,0.0,3.031302310250507,6.906250000000001,8.43626268262987,0.8849924611414882,0.9735442127965493,0.10487465471355466,0.06153846153846154,0.2421855614066333
851675,0.12996509635498973,4.3368086899420177e-16,-1.1259066233396509,0.4513861131987834,0.20019712823187832,32,0.2710659096536915,0.6130038073640599,8,0.0,-0.9871181212236161,1.1935483870967742,8.519032258064515,0.11581182803173633,0.0,0.03225806451612903,0.10822137184991132,4.6443908991413725,0.12903225806451613,0.2912506622612383,1.3380999530760884,8.519032258064515,0.8849924611414882,0.0,0.0,0.03125,0.1767766952966369
